role,name,key,team
Batsman,Abhishek Jhunjhunwala,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xMzgM,team_hyderabad
Batsman,Chris Lynn,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xMzkM,team_hyderabad
Bowler,Amit Mishra,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDAM,team_hyderabad
Middle-order batsman,Tanmay Mishra,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDEM,team_hyderabad
Wicketkeeper batsman,Parthiv Patel,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDIM,team_hyderabad
Bowler,Veer Pratap Singh,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDMM,team_hyderabad
Allrounder,Syed Quadri,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDQM,team_hyderabad
Batsman,Dwaraka Ravi Teja,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDUM,team_hyderabad
Batsman,Akshath Reddy,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDYM,team_hyderabad
Batsman,Biplab Samantray,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDcM,team_hyderabad
Bowler,Ishant Sharma,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDgM,team_hyderabad
Bowler,Sneha Kishore,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNDkM,team_hyderabad
Batsman,Sunny Sohal,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTAM,team_hyderabad
Top-order batsman,Tanmay Srivastava,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTEM,team_hyderabad
Bowler,Dale Steyn,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTIM,team_hyderabad
Bowler,TP Sudhindra,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTMM,team_hyderabad
Bowler,Rusty Theron,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTQM,team_hyderabad
Middle-order batsman,Cameron White,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTUM,team_hyderabad
Batsman,Arjun Yadav,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTYM,team_hyderabad
Top-order batsman,Sachin Tendulkar,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTcM,team_mumbai
Bowler,Abu Nechim,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTgM,team_mumbai
Batsman,Amitoze Singh,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNTkM,team_mumbai
Batsman,Aliden Blizzard,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjAM,team_mumbai
Bowler,Yuzvendra Chahal,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjEM,team_mumbai
Allrounder,James Franklin,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjIM,team_mumbai
Batsman,Herschelle Gibbs,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjMM,team_mumbai
Bowler,Harbhajan Singh,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjQM,team_mumbai
Wicketkeeper batsman,Davy Jacobs,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjUM,team_mumbai
Bowler,Mitchell Johnson,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjYM,team_mumbai
Wicketkeeper batsman,Dinesh Karthik,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjcM,team_mumbai
Bowler,Dhawal Kulkarni,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjgM,team_mumbai
Batsman,Richard Levi,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNjkM,team_mumbai
Bowler,Clint McKay,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzAM,team_mumbai
Bowler,Lasith Malinga,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzEM,team_mumbai
Wicketkeeper,Sushant Marathe,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzIM,team_mumbai
Bowler,Sujit Nayak,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzMM,team_mumbai
Bowler,Pragyan Ojha,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzQM,team_mumbai
Bowler,Munaf Patel,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzUM,team_mumbai
Allrounder,Thisara Perera,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzYM,team_mumbai
Bowler,Robin Peterson,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzcM,team_mumbai
Allrounder,Kieron Pollard,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzgM,team_mumbai
Wicketkeeper batsman,Ambati Rayudu,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xNzkM,team_mumbai
Batsman,Jaydev Shah,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODAM,team_mumbai
Batsman,Rohit Sharma,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODEM,team_mumbai
Bowler,Rahul Shukla,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODIM,team_mumbai
Bowler,RP Singh,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODMM,team_mumbai
Batsman,Tirumalasetti Suman,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODQM,team_mumbai
Bowler,Pawan Suyal,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODUM,team_mumbai
Wicketkeeper,Aditya Tare,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODYM,team_mumbai
Batsman,Apoorv Wankhade,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODcM,team_mumbai
Batsman,Suryakumar Yadav,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODgM,team_mumbai
Wicketkeeper batsman,MS Dhoni,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xODkM,team_chennai
Top-order batsman,Srikkanth Anirudha,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTAM,team_chennai
Bowler,Ravichandran Ashwin,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTEM,team_chennai
Middle-order batsman,Subramaniam Badrinath,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTIM,team_chennai
Top-order batsman,George Bailey,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTMM,team_chennai
Bowler,Doug Bollinger,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTQM,team_chennai
Allrounder,Dwayne Bravo,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTUM,team_chennai
Allrounder,Faf du Plessis,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTYM,team_chennai
Bowler,Ben Hilfenhaus,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTcM,team_chennai
Middle-order batsman,Michael Hussey,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTgM,team_chennai
Allrounder,Ravindra Jadeja,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8xOTkM,team_chennai
Bowler,Shadab Jakati,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDAM,team_chennai
Allrounder,Joginder Sharma,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDEM,team_chennai
Bowler,Suraj Randiv,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDIM,team_chennai
Bowler,Nuwan Kulasekara,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDMM,team_chennai
Allrounder,Yo Mahesh,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDQM,team_chennai
Allrounder,Albie Morkel,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDUM,team_chennai
Top-order batsman,Abhinav Mukund,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDYM,team_chennai
Batsman,Suresh Raina,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDcM,team_chennai
Wicketkeeper,Wriddhiman Saha,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDgM,team_chennai
Allrounder,Scott Styris,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMDkM,team_chennai
Bowler,Sudeep Tyagi,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTAM,team_chennai
Batsman,Kuthethurshri Vasudevadas,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTEM,team_chennai
Allrounder,Ganapathi Vignesh,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTIM,team_chennai
Opening batsman,Murali Vijay,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTMM,team_chennai
Allrounder,Daniel Vettori,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTQM,team_bangalore
Batsman,Mayank Agarwal,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTUM,team_bangalore
Bowler,KP Appanna,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTYM,team_bangalore
Bowler,Sreenath Aravind,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTcM,team_bangalore
Batsman,Arun Karthik,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTgM,team_bangalore
Allrounder,Raju Bhatkal,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMTkM,team_bangalore
Wicketkeeper batsman,AB de Villiers,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjAM,team_bangalore
Allrounder,Tillakaratne Dilshan,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjEM,team_bangalore
Wicketkeeper,Muralidharen Gautam,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjIM,team_bangalore
Allrounder,Chris Gayle,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjMM,team_bangalore
Batsman,Mohammad Kaif,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjQM,team_bangalore
Bowler,Abrar Kazi,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjUM,team_bangalore
Bowler,Zaheer Khan,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjYM,team_bangalore
Middle-order batsman,Virat Kohli,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjcM,team_bangalore
Bowler,Charl Langeveldt,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjgM,team_bangalore
Allrounder,Andrew McDonald,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMjkM,team_bangalore
Bowler,Abhimanyu Mithun,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzAM,team_bangalore
Bowler,Muttiah Muralitharan,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzEM,team_bangalore
Batsman,Karun Nair,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzIM,team_bangalore
Bowler,Dirk Nannes,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzMM,team_bangalore
Allrounder,Ryan Ninan,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzQM,team_bangalore
Bowler,Harshal Patel,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzUM,team_bangalore
Bowler,Asad Pathan,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzYM,team_bangalore
Batsman,Luke Pomersbach,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzcM,team_bangalore
Batsman,Cheteshwar Pujara,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzgM,team_bangalore
Batsman,Rilee Rossouw,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yMzkM,team_bangalore
Bowler,Jamaluddin Syed Mohammad,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDAM,team_bangalore
Batsman,Saurabh Tiwary,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDEM,team_bangalore
Bowler,Vinay Kumar,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDIM,team_bangalore
Batsman,Vijay Zol,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDMM,team_bangalore
Top-order batsman,Rahul Dravid,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDQM,team_rajasthan
Allrounder,Stuart Binny,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDUM,team_rajasthan
Allrounder,Johan Botha,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDYM,team_rajasthan
Bowler,Deepak Chahar,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDcM,team_rajasthan
Wicketkeeper batsman,Dinesh Chandimal,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDgM,team_rajasthan
Batsman,Ankeet Chavan,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNDkM,team_rajasthan
Batsman,Aakash Chopra,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTAM,team_rajasthan
Allrounder,Paul Collingwood,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTEM,team_rajasthan
Bowler,Kevon Cooper,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTIM,team_rajasthan
Bowler,Aditya Dole,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTMM,team_rajasthan
Bowler,Samad Fallah,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTQM,team_rajasthan
Opening batsman,Faiz Fazal,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTUM,team_rajasthan
Wicketkeeper batsman,Shreevats Goswami,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTYM,team_rajasthan
Top-order batsman,Brad Hodge,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTcM,team_rajasthan
Allrounder,Brad Hogg,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTgM,team_rajasthan
Allrounder,Ashok Menaria,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNTkM,team_rajasthan
Allrounder,Sumit Narwal,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjAM,team_rajasthan
Bowler,Pankaj Singh,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjEM,team_rajasthan
Wicketkeeper batsman,Amit Paunikar,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjIM,team_rajasthan
Top-order batsman,Ajinkya Rahane,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjMM,team_rajasthan
Allrounder,Abhishek Raut,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjQM,team_rajasthan
Batsman,Owais Shah,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjUM,team_rajasthan
Wicketkeeper batsman,Pinal Shah,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjYM,team_rajasthan
Bowler,Amit Singh,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjcM,team_rajasthan
Bowler,Sreesanth,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjgM,team_rajasthan
Bowler,Shaun Tait,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNjkM,team_rajasthan
Bowler,Siddharth Trivedi,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNzAM,team_rajasthan
Allrounder,Shane Watson,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNzEM,team_rajasthan
Wicketkeeper,Dishant Yagnik,agpkZXZ-Y3AtZGV2chYLEgZQbGF5ZXIiCnBsYXllcl8yNzIM,team_rajasthan
